,date,updateDate,code1,code2,code3,value,source,bitCode,siCode
92,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/NIRR,27.0,S1,1,
93,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD,460000.0,S1,1,B
94,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/IRR,230000.0,S1,1,
95,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/NIRR,230000.0,S1,1,
96,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/IRR,4700.0,S1,1,
97,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/NIRR,13800.0,S1,1,
98,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/IRR,5000.0,S1,1,
99,2010-01-01,2010-12-31 00:00:00,shACo,W/WIN,YLD,44.3,S1,1,BpA
100,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/NIRR,14800.0,S1,1,
101,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/IRR,48.9,S1,1,
102,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/NIRR,16.7,S1,1,
103,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/IRR,2721000.0,S1,1,
104,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/NIRR,220000.0,S1,1,
105,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH,37300.0,S1,1,A
106,2010-01-01,2010-12-31 00:00:00,shACo,W/WIN,PRD,8912000.0,S1,1,B
107,2010-01-01,2010-12-31 00:00:00,shACo,W/WIN,AH,190700.0,S1,1,A
108,2010-01-01,2010-12-31 00:00:00,shACo,W/WIN,AP,191000.0,S1,1,A
109,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/IRR,27900.0,S1,1,
110,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/NIRR,9400.0,S1,1,
111,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/IRR,28300.0,S1,1,
112,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/NIRR,10000.0,S1,1,
113,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/IRR,97.5,S1,1,
114,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/NIRR,23.4,S1,1,
115,2010-01-01,2010-12-31 00:00:00,shAOh,W/WIN,YLD,60.5,S1,1,BpA
116,2010-01-01,2010-12-31 00:00:00,shACo,W/WIN,PRD,7635000.0,S1,1,B
117,2010-01-01,2010-12-31 00:00:00,shACo,SG,AP,34700.0,S1,1,A
118,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/IRR,2730000.0,S1,1,
119,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/NIRR,394000.0,S1,1,
120,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/IRR,32500.0,S1,1,
121,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/NIRR,8400.0,S1,1,
122,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP,41700.0,S1,1,A
123,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/IRR,33000.0,S1,1,
124,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/NIRR,8700.0,S1,1,
125,2010-01-01,2010-01-01 00:00:00,shAAz,W/ALL/DUR,PR,5.2,S1,1,
126,2010-01-01,2010-01-01 00:00:00,shAId,W/ALL/DUR,PR,7.16,S1,1,
127,2010-01-01,2010-01-01 00:00:00,shAMt,W/ALL/DUR,PR,5.02,S1,1,
128,2010-01-01,2010-01-01 00:00:00,shANd,W/ALL/DUR,PR,4.91,S1,1,
129,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AH,65000.0,S1,1,A
130,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AP,66000.0,S1,1,A
131,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,PRD,7475000.0,S1,1,B
132,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,115.0,S1,1,BpA
133,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AH,3500.0,S1,1,A
134,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,PRD,368000.0,S1,1,B
135,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,105.1,S1,1,BpA
136,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AH,11000.0,S1,1,A
137,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AP,11000.0,S1,1,A
138,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,101.7,S1,1,BpA
139,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AH,3700.0,S1,1,A
140,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AP,3700.0,S1,1,A
141,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,PRD,326000.0,S1,1,B
142,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,88.1,S1,1,BpA
143,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AP,6200.0,S1,1,A
144,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,PRD,710000.0,S1,1,B
145,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,114.5,S1,1,BpA
146,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,AP,39000.0,S1,1,A
147,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,PRD,4725000.0,S1,1,B
148,2010-01-01,2010-12-31 00:00:00,shAAz,W/ALL/DUR,YLD,123.7,S1,1,BpA
149,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AH,75000.0,S1,1,A
150,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AP,85000.0,S1,1,A
151,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,PR,6.02,S1,1,
152,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,PRD,8325000.0,S1,1,B
153,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,YLD,111.0,S1,1,BpA
154,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AH,57400.0,S1,1,A
155,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AP,59000.0,S1,1,A
156,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,PRD,6428000.0,S1,1,B
157,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,YLD,112.0,S1,1,BpA
158,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AH,600.0,S1,1,A
159,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,AP,600.0,S1,1,A
160,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,PRD,120000.0,S1,1,B
161,2010-01-01,2010-12-31 00:00:00,shACa,W/ALL/DUR,YLD,200.0,S1,1,BpA
162,2010-01-01,2010-12-31 00:00:00,shAId,W/ALL/DUR,AH,17000.0,S1,1,A
163,2010-01-01,2010-12-31 00:00:00,shAId,W/ALL/DUR,AP,17000.0,S1,1,A
164,2010-01-01,2010-12-31 00:00:00,shAId,W/ALL/DUR,PRD,1037000.0,S1,1,B
165,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,510000.0,S1,1,A
166,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,520000.0,S1,1,A
167,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,17340000.0,S1,1,B
168,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,34.0,S1,1,BpA
169,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,99000.0,S1,1,A
170,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,99000.0,S1,1,A
171,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,2830000.0,S1,1,B
172,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,28.6,S1,1,BpA
173,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,10000.0,S1,1,A
174,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,10000.0,S1,1,A
175,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,368000.0,S1,1,B
176,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,36.8,S1,1,BpA
177,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,67000.0,S1,1,A
178,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,72000.0,S1,1,A
179,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,2170000.0,S1,1,B
180,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,32.4,S1,1,BpA
181,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,240000.0,S1,1,A
182,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,242000.0,S1,1,A
183,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,8123000.0,S1,1,B
184,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,33.8,S1,1,BpA
185,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AH,15800.0,S1,1,A
186,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,AP,16000.0,S1,1,A
187,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,PRD,589000.0,S1,1,B
188,2010-01-01,2010-12-31 00:00:00,shAMt,W/ALL/DUR,YLD,37.3,S1,1,BpA
189,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,1780000.0,S1,1,A
190,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,1800000.0,S1,1,A
191,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,66750000.0,S1,1,B
192,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,37.5,S1,1,BpA
193,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,53300.0,S1,1,A
194,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,53700.0,S1,1,A
195,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,2399000.0,S1,1,B
196,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,45.0,S1,1,BpA
197,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,40800.0,S1,1,A
198,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,43000.0,S1,1,A
199,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,1618000.0,S1,1,B
200,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,39.7,S1,1,BpA
201,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,95400.0,S1,1,A
202,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,96500.0,S1,1,A
203,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,3302000.0,S1,1,B
204,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,34.6,S1,1,BpA
205,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,33400.0,S1,1,A
206,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,34400.0,S1,1,A
207,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,1503000.0,S1,1,B
208,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,45.0,S1,1,BpA
209,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,256500.0,S1,1,A
210,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,258000.0,S1,1,A
211,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,8337000.0,S1,1,B
212,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,32.5,S1,1,BpA
213,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,22500.0,S1,1,A
214,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,22600.0,S1,1,A
215,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,906000.0,S1,1,B
216,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,40.3,S1,1,BpA
217,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,44500.0,S1,1,A
218,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,44500.0,S1,1,A
219,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,1802000.0,S1,1,B
220,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,40.5,S1,1,BpA
221,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,99000.0,S1,1,A
222,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,102500.0,S1,1,A
223,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,3465000.0,S1,1,B
224,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,35.0,S1,1,BpA
225,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,109500.0,S1,1,A
226,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,110000.0,S1,1,A
227,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,4798000.0,S1,1,B
228,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,43.8,S1,1,BpA
229,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,18700.0,S1,1,A
230,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,19000.0,S1,1,A
231,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,729000.0,S1,1,B
232,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,39.0,S1,1,BpA
233,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,216500.0,S1,1,A
234,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,217000.0,S1,1,A
235,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,8119000.0,S1,1,B
236,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,37.5,S1,1,BpA
237,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,11000.0,S1,1,A
238,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,11200.0,S1,1,A
239,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,424000.0,S1,1,B
240,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,38.5,S1,1,BpA
241,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,50100.0,S1,1,A
242,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,50500.0,S1,1,A
243,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,2241000.0,S1,1,B
244,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,44.7,S1,1,BpA
245,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,39800.0,S1,1,A
246,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,40000.0,S1,1,A
247,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,1394000.0,S1,1,B
248,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,35.0,S1,1,BpA
249,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,43300.0,S1,1,A
250,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,43500.0,S1,1,A
251,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,1531000.0,S1,1,B
252,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,35.4,S1,1,BpA
253,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,22600.0,S1,1,A
254,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,22800.0,S1,1,A
255,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,927000.0,S1,1,B
256,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,41.0,S1,1,BpA
257,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,103000.0,S1,1,A
258,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,104000.0,S1,1,A
259,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,4635000.0,S1,1,B
260,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,45.0,S1,1,BpA
261,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AH,374500.0,S1,1,A
262,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,AP,379000.0,S1,1,A
263,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,PRD,13161000.0,S1,1,B
264,2010-01-01,2010-12-31 00:00:00,shANd,W/ALL/DUR,YLD,35.1,S1,1,BpA
265,2010-01-01,2010-12-31 00:00:00,shASd,W/ALL/DUR,AH,15000.0,S1,1,A
266,2010-01-01,2010-12-31 00:00:00,shASd,W/ALL/DUR,AP,15000.0,S1,1,A
267,2010-01-01,2010-12-31 00:00:00,shASd,W/ALL/DUR,PR,6.31,S1,1,
268,2010-01-01,2010-12-31 00:00:00,shASd,W/ALL/DUR,PRD,555000.0,S1,1,B
269,2010-01-01,2010-12-31 00:00:00,shASd,W/ALL/DUR,YLD,37.0,S1,1,BpA
270,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/IRR,84.0,S1,1,
271,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,YLD/NIRR,46.9,S1,1,
272,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/IRR,3580000.0,S1,1,
273,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,PRD/NIRR,535000.0,S1,1,
274,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/IRR,35500.0,S1,1,
275,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AH/NIRR,12500.0,S1,1,
276,2010-01-01,2010-12-31 00:00:00,shAId,W/SPR,AP/IRR,36000.0,S1,1,
