;date;updateDate;code1;code2;code3;value;source;bitCode;siCode
45;01.01.2010;31.12.2010 0:00;shAAr;S/1;YLD/NIRR;20.0;S1;1;
46;01.01.2010;31.12.2010 0:00;shAAr;S/1;AP;127100.0;S1;1;A
47;01.01.2010;31.12.2010 0:00;shAAr;S/1;YLD/NIRR;28.авг;S1;1;
48;01.01.2010;31.12.2010 0:00;shACa;W/WIN;YLD;81.8;S1;1;BpA
49;01.01.2010;31.12.2010 0:00;shANe;W/WIN;YLD;42.9;S1;1;BpA
50;01.01.2010;31.12.2010 0:00;shACa;W/WIN;AH;28600.0;S1;1;A
51;01.01.2010;31.12.2010 0:00;shACa;W/WIN;AP;34500.0;S1;1;A
52;01.01.2010;31.12.2010 0:00;shACa;W/WIN;AH;37800.0;S1;1;A
53;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD;395000.0;S1;1;B
54;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;128000.0;S1;1;
55;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;1300.0;S1;1;
56;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;1300.0;S1;1;
57;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;98.5;S1;1;
58;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;784000.0;S1;1;
59;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;7100.0;S1;1;
60;01.01.2010;31.12.2010 0:00;shANc;W/WIN;AP;1800.0;S1;1;A
61;01.01.2010;31.12.2010 0:00;shANc;W/WIN;AP;1800.0;S1;1;A
62;01.01.2010;31.12.2010 0:00;shANc;W/WIN;YLD;32.1;S1;1;BpA
63;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;7400.0;S1;1;
64;01.01.2010;31.12.2010 0:00;shANc;W/WIN;AP;2700.0;S1;1;A
65;01.01.2010;31.12.2010 0:00;shANc;W/WIN;YLD;39.4;S1;1;BpA
66;01.01.2010;31.12.2010 0:00;shANc;W/WIN;YLD;50.1;S1;1;BpA
67;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;110.4;S1;1;
68;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;548000.0;S1;1;
69;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;5800.0;S1;1;
70;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;5800.0;S1;1;
71;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;94.5;S1;1;
72;01.01.2010;31.12.2010 0:00;shAOh;W/WIN;PRD;1631000.0;S1;1;B
73;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD;373000.0;S1;1;B
74;01.01.2010;31.12.2010 0:00;shACo;W/WIN;AP;137000.0;S1;1;A
75;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP;66000.0;S1;1;A
76;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;3988000.0;S1;1;
77;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;653000.0;S1;1;
78;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;39500.0;S1;1;
79;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;20700.0;S1;1;
80;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;40000.0;S1;1;
81;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;21800.0;S1;1;
82;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD;77.1;S1;1;BpA
83;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;101.0;S1;1;
84;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;31.май;S1;1;
85;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;113000.0;S1;1;
86;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;62000.0;S1;1;
87;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;1700.0;S1;1;
88;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;2300.0;S1;1;
89;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;1700.0;S1;1;
90;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;2400.0;S1;1;
91;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;66.5;S1;1;
92;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;27.0;S1;1;
93;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD;460000.0;S1;1;B
94;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;230000.0;S1;1;
95;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;230000.0;S1;1;
96;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;4700.0;S1;1;
97;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;13800.0;S1;1;
98;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;5000.0;S1;1;
99;01.01.2010;31.12.2010 0:00;shACo;W/WIN;YLD;44.3;S1;1;BpA
100;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;14800.0;S1;1;
101;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;48.9;S1;1;
102;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;16.июл;S1;1;
103;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;2721000.0;S1;1;
104;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;220000.0;S1;1;
105;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH;37300.0;S1;1;A
106;01.01.2010;31.12.2010 0:00;shACo;W/WIN;PRD;8912000.0;S1;1;B
107;01.01.2010;31.12.2010 0:00;shACo;W/WIN;AH;190700.0;S1;1;A
108;01.01.2010;31.12.2010 0:00;shACo;W/WIN;AP;191000.0;S1;1;A
109;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;27900.0;S1;1;
110;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;9400.0;S1;1;
111;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;28300.0;S1;1;
112;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;10000.0;S1;1;
113;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;97.5;S1;1;
114;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;23.апр;S1;1;
115;01.01.2010;31.12.2010 0:00;shAOh;W/WIN;YLD;60.5;S1;1;BpA
116;01.01.2010;31.12.2010 0:00;shACo;W/WIN;PRD;7635000.0;S1;1;B
117;01.01.2010;31.12.2010 0:00;shACo;SG;AP;34700.0;S1;1;A
118;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;2730000.0;S1;1;
119;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;394000.0;S1;1;
120;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;32500.0;S1;1;
121;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;8400.0;S1;1;
122;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP;41700.0;S1;1;A
123;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;33000.0;S1;1;
124;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;8700.0;S1;1;
125;01.01.2010;01.01.2010 0:00;shAAz;W/ALL/DUR;PR;05.фев;S1;1;
126;01.01.2010;01.01.2010 0:00;shAId;W/ALL/DUR;PR;июл.16;S1;1;
127;01.01.2010;01.01.2010 0:00;shAMt;W/ALL/DUR;PR;05.фев;S1;1;
128;01.01.2010;01.01.2010 0:00;shANd;W/ALL/DUR;PR;апр.91;S1;1;
129;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AH;65000.0;S1;1;A
130;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AP;66000.0;S1;1;A
131;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;PRD;7475000.0;S1;1;B
132;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;115.0;S1;1;BpA
133;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AH;3500.0;S1;1;A
134;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;PRD;368000.0;S1;1;B
135;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;105.1;S1;1;BpA
136;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AH;11000.0;S1;1;A
137;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AP;11000.0;S1;1;A
138;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;101.7;S1;1;BpA
139;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AH;3700.0;S1;1;A
140;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AP;3700.0;S1;1;A
141;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;PRD;326000.0;S1;1;B
142;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;88.1;S1;1;BpA
143;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AP;6200.0;S1;1;A
144;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;PRD;710000.0;S1;1;B
145;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;114.5;S1;1;BpA
146;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;AP;39000.0;S1;1;A
147;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;PRD;4725000.0;S1;1;B
148;01.01.2010;31.12.2010 0:00;shAAz;W/ALL/DUR;YLD;123.7;S1;1;BpA
149;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AH;75000.0;S1;1;A
150;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AP;85000.0;S1;1;A
151;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;PR;06.фев;S1;1;
152;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;PRD;8325000.0;S1;1;B
153;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;YLD;111.0;S1;1;BpA
154;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AH;57400.0;S1;1;A
155;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AP;59000.0;S1;1;A
156;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;PRD;6428000.0;S1;1;B
157;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;YLD;112.0;S1;1;BpA
158;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AH;600.0;S1;1;A
159;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;AP;600.0;S1;1;A
160;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;PRD;120000.0;S1;1;B
161;01.01.2010;31.12.2010 0:00;shACa;W/ALL/DUR;YLD;200.0;S1;1;BpA
162;01.01.2010;31.12.2010 0:00;shAId;W/ALL/DUR;AH;17000.0;S1;1;A
163;01.01.2010;31.12.2010 0:00;shAId;W/ALL/DUR;AP;17000.0;S1;1;A
164;01.01.2010;31.12.2010 0:00;shAId;W/ALL/DUR;PRD;1037000.0;S1;1;B
165;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;510000.0;S1;1;A
166;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;520000.0;S1;1;A
167;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;17340000.0;S1;1;B
168;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;34.0;S1;1;BpA
169;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;99000.0;S1;1;A
170;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;99000.0;S1;1;A
171;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;2830000.0;S1;1;B
172;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;28.июн;S1;1;BpA
173;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;10000.0;S1;1;A
174;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;10000.0;S1;1;A
175;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;368000.0;S1;1;B
176;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;36.8;S1;1;BpA
177;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;67000.0;S1;1;A
178;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;72000.0;S1;1;A
179;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;2170000.0;S1;1;B
180;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;32.4;S1;1;BpA
181;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;240000.0;S1;1;A
182;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;242000.0;S1;1;A
183;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;8123000.0;S1;1;B
184;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;33.8;S1;1;BpA
185;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AH;15800.0;S1;1;A
186;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;AP;16000.0;S1;1;A
187;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;PRD;589000.0;S1;1;B
188;01.01.2010;31.12.2010 0:00;shAMt;W/ALL/DUR;YLD;37.3;S1;1;BpA
189;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;1780000.0;S1;1;A
190;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;1800000.0;S1;1;A
191;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;66750000.0;S1;1;B
192;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;37.5;S1;1;BpA
193;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;53300.0;S1;1;A
194;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;53700.0;S1;1;A
195;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;2399000.0;S1;1;B
196;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;45.0;S1;1;BpA
197;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;40800.0;S1;1;A
198;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;43000.0;S1;1;A
199;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;1618000.0;S1;1;B
200;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;39.7;S1;1;BpA
201;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;95400.0;S1;1;A
202;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;96500.0;S1;1;A
203;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;3302000.0;S1;1;B
204;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;34.6;S1;1;BpA
205;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;33400.0;S1;1;A
206;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;34400.0;S1;1;A
207;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;1503000.0;S1;1;B
208;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;45.0;S1;1;BpA
209;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;256500.0;S1;1;A
210;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;258000.0;S1;1;A
211;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;8337000.0;S1;1;B
212;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;32.5;S1;1;BpA
213;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;22500.0;S1;1;A
214;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;22600.0;S1;1;A
215;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;906000.0;S1;1;B
216;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;40.3;S1;1;BpA
217;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;44500.0;S1;1;A
218;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;44500.0;S1;1;A
219;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;1802000.0;S1;1;B
220;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;40.5;S1;1;BpA
221;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;99000.0;S1;1;A
222;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;102500.0;S1;1;A
223;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;3465000.0;S1;1;B
224;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;35.0;S1;1;BpA
225;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;109500.0;S1;1;A
226;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;110000.0;S1;1;A
227;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;4798000.0;S1;1;B
228;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;43.8;S1;1;BpA
229;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;18700.0;S1;1;A
230;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;19000.0;S1;1;A
231;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;729000.0;S1;1;B
232;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;39.0;S1;1;BpA
233;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;216500.0;S1;1;A
234;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;217000.0;S1;1;A
235;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;8119000.0;S1;1;B
236;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;37.5;S1;1;BpA
237;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;11000.0;S1;1;A
238;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;11200.0;S1;1;A
239;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;424000.0;S1;1;B
240;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;38.5;S1;1;BpA
241;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;50100.0;S1;1;A
242;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;50500.0;S1;1;A
243;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;2241000.0;S1;1;B
244;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;44.7;S1;1;BpA
245;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;39800.0;S1;1;A
246;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;40000.0;S1;1;A
247;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;1394000.0;S1;1;B
248;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;35.0;S1;1;BpA
249;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;43300.0;S1;1;A
250;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;43500.0;S1;1;A
251;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;1531000.0;S1;1;B
252;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;35.4;S1;1;BpA
253;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;22600.0;S1;1;A
254;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;22800.0;S1;1;A
255;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;927000.0;S1;1;B
256;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;41.0;S1;1;BpA
257;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;103000.0;S1;1;A
258;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;104000.0;S1;1;A
259;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;4635000.0;S1;1;B
260;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;45.0;S1;1;BpA
261;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AH;374500.0;S1;1;A
262;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;AP;379000.0;S1;1;A
263;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;PRD;13161000.0;S1;1;B
264;01.01.2010;31.12.2010 0:00;shANd;W/ALL/DUR;YLD;35.1;S1;1;BpA
265;01.01.2010;31.12.2010 0:00;shASd;W/ALL/DUR;AH;15000.0;S1;1;A
266;01.01.2010;31.12.2010 0:00;shASd;W/ALL/DUR;AP;15000.0;S1;1;A
267;01.01.2010;31.12.2010 0:00;shASd;W/ALL/DUR;PR;июн.31;S1;1;
268;01.01.2010;31.12.2010 0:00;shASd;W/ALL/DUR;PRD;555000.0;S1;1;B
269;01.01.2010;31.12.2010 0:00;shASd;W/ALL/DUR;YLD;37.0;S1;1;BpA
270;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;84.0;S1;1;
271;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;46.9;S1;1;
272;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/IRR;3580000.0;S1;1;
273;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;535000.0;S1;1;
274;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/IRR;35500.0;S1;1;
275;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;12500.0;S1;1;
276;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/IRR;36000.0;S1;1;
277;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;12800.0;S1;1;
278;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/IRR;100.8;S1;1;
279;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;42.8;S1;1;
280;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;431000.0;S1;1;
281;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;8000.0;S1;1;
282;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP;8200.0;S1;1;A
283;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AP/NIRR;8200.0;S1;1;
284;01.01.2010;31.12.2010 0:00;shAId;W/SPR;YLD/NIRR;53.9;S1;1;
285;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD;1780000.0;S1;1;B
286;01.01.2010;31.12.2010 0:00;shAId;W/SPR;PRD/NIRR;1780000.0;S1;1;
287;01.01.2010;31.12.2010 0:00;shAId;W/SPR;AH/NIRR;29200.0;S1;1;
